N,P,K,ph,temperature,humidity,rainfall,soil,label
74.7,18.48,63.29,7.19,27.71,78.93,112.63,alluvial,banana
47.43,13.85,31.66,7.3,29.56,66.58,152.35,silty clay,banana
71.48,19.72,57.45,6.88,29.21,76.49,127.36,alluvial,banana
52.09,21.76,58.64,7.0,26.51,77.7,135.26,clay loam,banana
57.14,14.23,49.21,7.06,27.89,79.72,132.25,alluvial,banana
59.66,11.31,66.24,6.89,27.4,67.99,149.36,alluvial,banana
73.29,14.96,47.98,7.32,29.36,74.11,117.74,silty clay,banana
65.56,17.72,38.85,7.45,28.13,75.88,148.97,silty clay,banana
57.39,11.54,47.62,7.65,27.46,74.32,130.8,silty clay,banana
61.23,24.02,42.74,6.94,28.25,68.11,129.38,clay loam,banana
56.97,12.21,30.82,6.61,27.04,75.58,150.66,clay loam,banana
64.51,18.54,45.97,7.25,28.48,68.02,140.37,clay loam,banana
75.18,14.59,47.17,7.51,28.05,75.43,131.44,clay loam,banana
66.83,15.26,58.52,7.27,27.84,66.9,111.6,silty clay,banana
68.06,3.4,46.77,6.99,29.95,73.95,139.9,alluvial,banana
77.02,22.76,37.22,7.03,27.84,69.24,126.55,alluvial,banana
61.61,17.12,59.78,7.43,28.27,80.93,123.71,silty clay,banana
60.09,16.07,59.07,7.41,28.81,64.28,154.89,alluvial,banana
56.52,16.95,55.1,7.46,26.88,78.62,108.21,alluvial,banana
68.38,21.03,47.8,7.03,27.26,73.01,149.8,alluvial,banana
65.09,14.65,40.52,7.0,29.17,72.93,169.25,silty clay,banana
67.98,8.85,42.85,6.94,27.28,64.27,162.71,alluvial,banana
57.65,19.97,43.6,7.37,26.12,67.0,117.85,silty clay,banana
67.31,14.11,50.81,7.42,28.76,80.13,132.69,silty clay,banana
55.11,18.21,56.66,7.18,26.31,78.43,120.3,clay loam,banana
69.88,25.44,64.5,7.38,29.95,75.26,118.53,silty clay,banana
56.06,13.64,39.53,6.71,29.87,73.48,151.29,alluvial,banana
46.46,5.57,40.04,7.5,32.64,73.39,120.88,silty clay,banana
64.95,12.8,65.05,7.4,28.97,73.73,112.82,alluvial,banana
65.57,16.63,60.04,7.81,29.68,72.12,123.68,alluvial,banana
86.17,24.22,44.85,7.58,26.55,82.16,118.9,alluvial,banana
63.3,17.98,50.67,6.95,30.2,73.35,181.12,clay loam,banana
67.07,8.67,34.77,6.94,27.71,73.19,133.1,clay loam,banana
62.34,28.04,42.51,6.82,27.59,77.02,113.71,alluvial,banana
75.53,21.97,44.28,7.07,28.94,75.43,97.76,silty clay,banana
54.21,22.76,32.01,6.86,28.17,82.06,121.42,alluvial,banana
56.87,11.31,51.26,7.36,28.2,75.78,122.48,clay loam,banana
71.5,12.78,57.08,7.4,30.32,68.57,119.58,clay loam,banana
52.88,17.17,48.06,6.99,26.44,78.97,115.71,clay loam,banana
43.09,21.4,58.01,7.27,29.47,74.12,101.74,silty clay,banana
84.68,25.05,40.85,7.11,30.0,76.58,97.66,clay loam,banana
64.55,19.65,65.61,6.49,29.29,75.45,122.13,clay loam,banana
62.83,12.08,55.41,6.8,29.38,67.5,119.09,silty clay,banana
60.76,15.24,44.71,7.32,28.99,78.74,113.1,silty clay,banana
70.94,12.59,36.27,7.36,31.11,69.3,129.29,clay loam,banana
44.19,16.88,50.14,7.07,29.19,79.88,148.46,clay loam,banana
66.01,9.37,48.27,7.02,27.51,69.07,149.62,silty clay,banana
62.7,29.24,37.63,6.96,27.32,72.02,143.14,silty clay,banana
72.78,16.81,35.44,6.39,24.64,73.97,147.99,clay loam,banana
76.78,16.48,49.22,7.06,28.67,80.72,124.03,alluvial,banana
52.76,17.57,37.0,6.88,26.48,69.13,136.97,alluvial,banana
58.61,14.92,54.13,6.87,29.2,68.87,166.51,alluvial,banana
46.1,16.45,61.29,6.97,28.68,75.91,118.33,alluvial,banana
82.25,17.91,37.12,7.16,30.14,73.56,123.53,silty clay,banana
63.41,15.36,54.98,6.98,29.23,69.95,134.26,clay loam,banana
65.44,22.08,53.22,6.98,26.92,72.83,109.11,silty clay,banana
82.29,20.73,37.62,7.01,28.37,75.62,116.99,alluvial,banana
72.74,19.9,50.07,7.24,28.53,78.69,116.77,clay loam,banana
75.9,11.53,48.54,6.46,30.36,78.83,138.78,silty clay,banana
48.59,18.21,63.85,7.2,28.74,72.11,107.06,silty clay,banana
47.66,11.01,54.06,7.52,31.02,74.22,123.19,alluvial,banana
59.73,9.35,57.72,6.63,29.57,63.87,152.23,clay loam,banana
62.23,27.34,47.18,7.37,28.94,76.22,127.38,clay loam,banana
72.61,18.91,40.84,7.31,29.96,75.18,148.27,clay loam,banana
68.83,15.9,37.98,7.27,28.9,65.01,148.83,silty clay,banana
60.27,7.44,35.68,6.64,29.22,80.09,182.24,clay loam,banana
81.55,11.94,39.81,7.31,28.44,75.41,126.44,silty clay,banana
74.98,16.4,51.45,7.37,28.46,79.07,140.51,alluvial,banana
66.97,19.53,51.25,7.3,30.93,79.29,123.56,alluvial,banana
71.76,13.0,52.26,6.72,29.21,69.28,91.31,clay loam,banana
46.46,19.37,31.92,7.13,29.88,73.54,159.47,clay loam,banana
65.47,19.99,51.85,7.74,28.67,75.36,122.04,alluvial,banana
52.61,17.72,37.57,6.85,27.07,74.84,144.54,clay loam,banana
64.23,11.34,45.95,7.1,28.73,72.62,126.25,silty clay,banana
58.98,21.67,50.06,7.22,29.13,67.93,105.1,clay loam,banana
58.09,12.53,45.63,6.89,25.83,69.95,158.43,silty clay,banana
66.04,13.83,42.26,7.31,27.64,69.48,109.18,alluvial,banana
73.78,15.43,38.67,7.38,30.26,69.4,101.59,alluvial,banana
70.13,20.13,34.76,6.86,27.96,82.26,114.7,clay loam,banana
57.34,23.12,48.73,6.42,27.8,76.0,102.96,clay loam,banana
68.23,23.53,65.92,6.64,28.13,76.23,94.57,alluvial,banana
56.9,15.49,47.65,7.02,29.66,71.65,138.03,clay loam,banana
62.64,14.58,52.15,7.49,29.63,75.66,120.76,alluvial,banana
63.51,13.06,56.53,6.96,28.83,85.5,130.12,silty clay,banana
81.18,16.45,36.23,7.11,29.73,70.37,154.53,silty clay,banana
54.14,20.55,36.34,7.11,27.81,70.9,137.65,alluvial,banana
50.57,25.13,43.83,7.13,30.3,74.42,124.82,alluvial,banana
61.21,10.69,34.62,7.16,29.94,60.13,166.74,silty clay,banana
59.53,10.06,58.45,6.81,28.67,76.6,111.78,clay loam,banana
39.19,17.07,37.19,7.15,29.0,66.92,121.13,alluvial,banana
82.73,10.58,53.63,7.32,28.07,73.33,120.81,alluvial,banana
52.1,9.75,41.32,7.5,28.76,71.22,134.69,alluvial,banana
67.8,10.92,59.47,7.15,30.07,73.25,132.15,clay loam,banana
65.76,18.7,57.24,7.58,28.83,70.59,107.75,clay loam,banana
77.51,13.12,48.49,7.32,28.08,69.65,116.61,alluvial,banana
66.01,12.75,49.03,7.24,27.66,73.35,128.76,alluvial,banana
47.98,28.55,60.57,7.74,28.57,77.98,116.48,alluvial,banana
70.17,16.29,46.92,7.32,27.26,72.46,165.41,silty clay,banana
68.83,23.96,43.0,6.8,29.01,71.21,89.25,alluvial,banana
87.19,20.25,34.74,7.46,29.92,73.71,142.23,alluvial,banana
62.76,7.61,42.27,7.21,30.17,66.68,112.11,silty clay,banana
65.85,11.23,51.07,7.34,30.46,77.64,131.03,silty clay,banana
67.21,23.09,41.94,7.0,25.07,78.75,143.58,alluvial,banana
73.74,26.76,46.98,7.14,28.01,71.39,126.08,silty clay,banana
45.92,15.16,31.81,7.42,28.4,63.53,105.35,clay loam,banana
54.45,16.07,53.43,6.49,29.1,77.6,143.48,clay loam,banana
59.25,11.76,41.18,7.85,25.07,68.08,168.58,clay loam,banana
54.43,17.08,51.24,7.03,29.43,75.53,114.25,silty clay,banana
65.13,12.06,47.24,7.16,28.89,82.87,152.94,silty clay,banana
67.22,16.3,46.3,6.78,27.91,75.48,153.31,silty clay,banana
66.29,16.64,29.23,6.58,28.6,79.6,152.31,clay loam,banana
62.95,15.61,39.76,6.53,29.44,81.4,120.73,clay loam,banana
66.62,17.42,34.6,6.77,28.63,71.5,125.7,clay loam,banana
57.85,7.25,41.86,7.83,29.89,73.6,79.42,new alluvial,banana
54.21,16.39,54.03,6.56,24.79,81.76,117.16,clay loam,banana
71.87,15.0,52.1,7.04,29.88,73.75,144.47,silty clay,banana
41.21,13.94,59.38,7.27,27.16,72.17,129.05,silty clay,banana
75.33,13.78,35.65,6.49,28.06,71.12,116.38,alluvial,banana
63.01,20.08,28.43,6.89,27.1,75.82,116.55,clay loam,banana
65.2,18.81,61.67,6.72,25.61,75.54,102.17,silty clay,banana
63.77,11.82,66.14,6.73,27.56,77.26,106.52,alluvial,banana
60.09,8.98,44.42,6.73,26.3,77.71,104.58,clay loam,banana
70.06,11.33,53.83,7.52,28.26,75.42,156.41,clay loam,banana
56.41,23.63,37.66,7.03,26.48,65.24,97.66,alluvial,banana
37.35,10.58,32.4,7.04,27.32,73.28,122.96,alluvial,banana
61.53,18.82,36.7,7.06,29.9,66.96,138.28,alluvial,banana
65.89,11.68,48.5,7.05,28.32,76.31,75.0,silty clay,banana
83.0,14.83,46.09,6.97,30.24,77.41,144.52,silty clay,banana
77.03,30.57,75.19,6.75,31.56,70.72,77.77,alluvial,banana
55.7,19.99,49.65,7.39,26.02,83.93,170.6,silty clay,banana
78.5,15.81,45.45,7.25,28.78,70.2,105.36,silty clay,banana
72.6,8.71,44.37,7.29,29.36,69.68,100.97,silty clay,banana
66.13,17.21,41.55,7.22,30.19,71.46,107.07,clay loam,banana
60.46,15.03,43.38,6.83,27.79,68.09,126.61,alluvial,banana
71.49,11.42,46.7,7.22,27.08,80.47,117.92,silty clay,banana
57.77,19.59,66.53,7.16,28.14,80.66,160.59,alluvial,banana
66.93,16.15,40.74,7.32,28.02,75.21,161.8,alluvial,banana
54.21,21.21,49.11,6.96,27.5,76.47,122.05,clay loam,banana
69.36,14.56,57.97,7.33,28.29,76.12,150.67,silty clay,banana
66.69,16.45,58.66,7.15,27.77,74.92,111.72,alluvial,banana
64.27,11.42,45.85,7.17,29.11,80.76,125.42,alluvial,banana
51.07,19.36,45.86,7.38,27.18,71.25,118.49,clay loam,banana
75.44,19.03,54.06,6.24,28.1,81.43,117.41,clay loam,banana
68.16,11.01,44.66,6.93,27.64,82.16,134.01,clay loam,banana
52.88,23.33,46.05,7.09,26.15,72.79,121.46,silty clay,banana
73.44,9.79,39.64,7.27,30.08,70.87,121.04,alluvial,banana
66.08,21.2,38.06,6.71,29.78,81.67,139.85,silty clay,banana
61.79,13.55,54.26,6.86,31.55,76.88,153.21,clay loam,banana
43.94,18.05,43.99,7.1,28.21,78.99,143.3,silty clay,banana
67.14,25.16,47.92,6.81,27.65,76.5,128.36,silty clay,banana
51.24,13.57,51.32,7.08,28.85,73.19,112.18,alluvial,banana
56.61,18.99,31.78,7.29,27.95,71.4,126.77,silty clay,banana
67.14,16.08,23.0,7.03,27.29,76.53,151.32,alluvial,banana
54.88,25.69,48.92,6.81,31.7,72.12,107.31,silty clay,banana
58.89,15.48,39.96,6.97,26.58,78.26,128.4,silty clay,banana
63.15,13.56,30.48,6.71,27.65,78.49,153.46,silty clay,banana
61.27,14.97,54.55,7.54,30.45,76.74,104.05,clay loam,banana
60.85,20.17,38.52,7.37,29.07,72.17,109.6,clay loam,banana
68.21,23.5,44.05,7.02,29.38,61.3,151.16,clay loam,banana
58.16,14.64,32.02,7.17,29.18,75.06,118.0,clay loam,banana
79.95,16.26,36.38,7.29,25.94,78.01,161.4,clay loam,banana
59.52,18.18,54.85,7.42,29.94,76.6,135.01,silty clay,banana
81.21,18.18,45.78,7.32,28.08,71.39,186.56,alluvial,banana
58.37,25.0,38.39,7.18,28.02,74.87,151.91,alluvial,banana
60.2,20.36,47.55,7.45,27.16,78.24,125.19,silty clay,banana
52.12,20.11,44.89,7.48,27.8,72.4,104.69,clay loam,banana
65.92,8.68,50.65,6.39,30.98,75.93,123.53,silty clay,banana
64.91,25.47,44.2,7.17,28.54,67.32,144.62,clay loam,banana
77.02,20.11,42.26,7.27,26.88,78.71,140.26,silty clay,banana
50.89,13.57,61.96,7.02,29.56,76.98,124.51,alluvial,banana
69.13,10.21,39.69,7.03,30.4,81.59,141.54,clay loam,banana
66.21,21.94,61.97,7.64,27.69,72.67,119.73,clay loam,banana
48.26,9.61,54.74,7.44,27.82,82.22,140.61,silty clay,banana
71.47,8.02,45.61,7.23,30.55,75.71,137.76,clay loam,banana
76.72,8.7,57.7,7.1,24.69,67.53,88.06,clay loam,banana
57.47,15.34,38.86,6.03,30.14,78.58,106.89,alluvial,banana
68.7,16.71,39.67,6.87,29.41,80.96,97.56,silty clay,banana
48.22,10.29,35.99,6.98,29.4,77.37,156.57,clay loam,banana
64.24,18.58,34.8,7.07,27.14,73.61,126.21,alluvial,banana
62.15,20.17,17.17,6.76,30.03,72.21,141.06,silty clay,banana
59.87,17.0,32.09,7.04,30.46,73.73,136.18,silty clay,banana
71.91,24.98,34.69,7.38,25.6,73.85,172.76,new alluvial,banana
56.75,12.93,43.52,7.09,28.34,77.06,109.45,silty clay,banana
41.45,17.0,40.64,6.86,31.43,73.31,120.24,silty clay,banana
63.32,7.54,19.23,6.72,29.7,73.06,115.71,clay loam,banana
57.6,18.19,53.7,6.87,25.38,83.9,127.29,silty clay,banana
55.76,16.4,36.9,6.98,27.52,68.05,107.37,silty clay,banana
72.4,20.61,47.66,7.01,27.33,86.33,147.44,silty clay,banana
52.5,14.63,48.34,7.16,25.28,75.13,120.16,clay loam,banana
73.32,25.8,51.57,7.0,28.63,71.19,110.1,alluvial,banana
64.94,21.23,32.04,7.0,27.51,69.64,125.54,clay loam,banana
63.72,12.7,48.76,6.98,30.05,66.78,124.92,alluvial,banana
77.44,22.83,53.01,7.1,27.88,80.81,108.31,silty clay,banana
78.6,17.83,51.95,7.26,30.06,69.85,124.34,alluvial,banana
68.15,17.56,51.38,7.43,30.25,68.94,162.64,silty clay,banana
72.86,19.37,37.09,6.87,28.88,79.57,132.43,silty clay,banana
76.1,13.69,54.41,7.58,27.22,76.54,140.88,clay loam,banana
57.39,11.63,61.21,7.56,25.8,79.88,129.01,silty clay,banana
61.32,3.18,35.62,7.31,26.22,69.86,145.97,alluvial,banana
66.77,16.37,42.57,6.67,29.92,76.29,82.24,clay loam,banana
72.83,18.86,35.13,7.13,26.9,74.47,129.19,clay loam,banana
47.37,14.8,63.19,7.42,28.51,72.42,124.85,silty clay,banana
58.03,9.36,47.6,7.24,27.75,68.89,118.86,alluvial,banana
57.83,17.39,39.5,7.25,30.54,82.36,149.66,clay loam,banana
52.39,13.23,48.78,7.02,28.23,79.82,123.4,alluvial,banana
70.35,11.88,48.54,7.24,29.92,77.63,101.07,silty clay,banana
57.52,17.93,44.05,6.47,28.56,80.61,174.55,alluvial,banana
69.93,21.1,41.77,6.61,30.6,71.22,134.51,alluvial,banana
57.06,22.49,17.5,7.11,26.69,82.76,115.84,clay loam,banana
65.24,12.56,57.71,7.57,29.33,73.07,142.17,clay loam,banana
37.33,24.65,8.31,6.85,28.19,75.7,191.63,sandy loam,banana
70.34,22.12,36.7,7.07,28.67,71.25,147.69,silty clay,banana
58.56,19.65,50.89,7.14,29.06,69.51,148.19,clay loam,banana
64.24,20.12,49.73,7.41,31.4,76.13,132.3,silty clay,banana
83.86,18.82,54.02,7.47,31.01,69.86,137.72,alluvial,banana
87.76,9.25,49.76,7.14,30.12,72.99,146.5,alluvial,banana
94.44,25.66,47.49,6.74,29.22,76.68,152.81,peat,banana
63.66,8.96,38.86,6.98,29.13,85.86,143.79,silty clay,banana
54.86,25.97,44.22,7.2,29.38,79.87,119.33,clay loam,banana
45.35,11.65,44.1,7.22,29.34,80.4,138.22,silty clay,banana
53.4,11.77,40.17,7.0,30.13,82.96,146.07,alluvial,banana
75.78,10.17,32.72,6.72,30.29,73.19,121.72,alluvial,banana
51.54,15.85,61.64,7.13,28.49,73.44,125.01,clay loam,banana
75.38,21.27,37.0,7.71,27.0,72.95,112.21,silty clay,banana
66.28,16.32,45.67,7.28,28.06,77.67,139.18,alluvial,banana
53.69,4.54,46.13,7.11,27.96,73.53,128.4,silty clay,banana
68.07,21.96,26.34,7.14,28.3,77.34,135.01,alluvial,banana
59.94,13.07,42.74,7.34,28.88,78.99,142.62,silty clay,banana
64.81,11.7,55.38,6.53,26.69,74.61,123.55,silty clay,banana
64.25,13.43,54.8,7.05,27.77,76.89,117.55,alluvial,banana
76.8,14.63,26.14,6.72,27.84,67.75,108.63,alluvial,banana
53.39,16.1,47.78,6.63,28.43,74.08,107.03,clay loam,banana
68.2,26.94,54.72,7.38,27.01,75.73,120.43,alluvial,banana
51.89,14.08,58.9,7.1,26.63,81.5,140.29,silty clay,banana
47.39,18.96,67.04,6.68,30.35,76.27,124.63,silty clay,banana
64.47,31.02,54.71,7.41,25.71,73.23,122.43,clay loam,banana
49.67,10.65,52.33,7.23,29.65,77.13,143.68,silty clay,banana
67.01,18.98,52.14,7.07,28.0,76.06,148.81,alluvial,banana
57.48,23.96,45.46,6.45,28.13,76.72,140.21,clay loam,banana
53.85,6.7,55.42,6.94,28.79,83.7,139.88,clay loam,banana
80.12,20.25,53.4,7.11,27.14,74.77,127.44,silty clay,banana
57.64,19.41,54.17,7.45,27.1,81.68,171.39,silty clay,banana
62.45,12.2,44.77,7.15,30.86,82.73,127.52,silty clay,banana
77.55,12.26,51.51,7.31,26.78,77.7,108.91,clay loam,banana
67.5,17.4,36.71,7.15,28.92,75.91,120.42,silty clay,banana
52.24,19.91,45.8,7.23,29.17,73.39,90.7,clay loam,banana
54.35,26.61,60.69,6.95,29.35,77.88,138.62,silty clay,banana
43.66,17.49,42.29,6.91,31.73,71.71,132.89,alluvial,banana
48.23,17.55,37.15,6.63,31.49,72.03,100.24,alluvial,banana
70.11,18.49,49.71,7.15,28.91,72.97,124.32,clay loam,banana
46.29,21.01,45.78,7.0,29.8,77.59,123.15,clay loam,banana
60.87,15.79,42.35,6.91,29.25,79.51,137.07,alluvial,banana
56.18,13.06,38.68,7.08,29.98,79.96,105.13,alluvial,banana
58.83,9.88,47.97,7.22,27.09,77.22,167.34,alluvial,banana
64.46,18.89,45.99,7.0,28.63,80.51,104.87,alluvial,banana
64.36,12.28,48.47,6.8,29.96,74.98,134.03,clay loam,banana
56.07,17.28,58.72,6.93,29.23,66.27,89.38,alluvial,banana
58.61,14.05,29.35,6.74,28.88,75.04,162.2,silty clay,banana
77.59,19.7,62.07,7.1,29.18,68.89,142.25,alluvial,banana
54.31,17.28,51.87,8.08,29.76,70.56,118.64,silty clay,banana
45.5,13.68,27.59,6.78,28.53,71.32,129.01,clay loam,banana
47.61,14.4,66.0,7.32,27.52,73.48,95.6,alluvial,banana
53.03,16.09,28.27,6.24,26.95,73.33,107.17,clay loam,banana
63.9,24.31,35.77,6.75,29.42,69.22,91.01,alluvial,banana
58.81,8.38,37.46,7.34,28.43,73.32,142.67,silty clay,banana
92.14,19.07,60.8,7.74,26.88,68.75,124.9,alluvial,banana
59.95,16.47,50.95,7.06,29.87,77.62,151.07,clay loam,banana
70.91,19.82,31.43,6.99,28.5,75.22,114.41,clay loam,banana
67.22,14.5,46.98,7.4,28.64,80.16,114.94,clay loam,banana
59.79,17.54,39.21,7.42,28.21,77.92,155.78,silty clay,banana
54.84,12.63,35.34,7.13,29.57,72.17,132.92,alluvial,banana
50.48,18.75,56.75,7.28,28.75,64.89,132.85,clay loam,banana
52.76,22.96,27.72,7.31,26.66,79.97,138.68,alluvial,banana
64.71,16.01,48.23,7.64,27.19,73.85,121.2,alluvial,banana
63.13,15.05,32.74,7.31,26.7,72.27,134.74,alluvial,banana
52.18,11.54,35.83,7.38,28.99,82.03,93.2,silty clay,banana
57.14,23.83,46.29,6.5,28.71,77.08,122.07,clay loam,banana
46.67,17.72,52.64,6.98,29.11,77.71,142.48,alluvial,banana
57.42,22.45,43.01,6.81,27.68,75.41,103.32,clay loam,banana
61.77,10.46,54.0,7.34,30.95,80.81,131.71,silty clay,banana
64.54,12.41,41.18,7.2,27.85,74.5,133.23,silty clay,banana
48.12,17.02,45.16,6.79,26.64,75.56,116.47,clay loam,banana
75.98,17.64,39.84,6.88,26.16,67.52,128.71,silty clay,banana
63.89,13.38,49.93,6.81,28.63,68.03,103.47,clay loam,banana
55.95,17.24,44.63,7.1,28.95,68.54,106.51,silty clay,banana
54.68,16.17,32.35,6.2,28.62,74.03,151.41,silty clay,banana
52.24,11.11,51.45,6.81,28.59,77.28,117.73,clay loam,banana
39.34,12.55,48.93,6.15,30.86,79.17,134.67,peat,banana
43.22,18.18,59.39,7.39,28.05,85.44,177.28,alluvial,banana
57.13,15.42,41.7,7.52,28.77,76.83,116.31,alluvial,banana
38.06,13.65,46.18,7.25,25.63,71.05,136.66,silty clay,banana
53.67,20.48,34.5,7.68,29.02,74.32,119.57,clay loam,banana
59.09,12.68,44.02,7.79,29.74,82.73,124.57,alluvial,banana
71.5,11.0,48.97,7.13,26.94,83.66,119.61,alluvial,banana
53.02,7.2,45.52,7.48,27.57,76.8,140.48,clay loam,banana
51.9,18.11,62.67,7.41,29.48,73.09,104.79,clay loam,banana
59.97,19.96,42.44,7.23,28.24,75.78,129.91,clay loam,banana
64.16,28.35,46.64,7.58,28.1,64.0,117.19,alluvial,banana
53.56,14.04,28.5,6.83,29.02,73.75,120.99,silty clay,banana
65.69,12.44,61.7,6.93,29.08,72.71,130.08,clay loam,banana
82.05,12.25,54.37,7.16,26.17,74.05,118.97,alluvial,banana
71.96,21.88,50.25,7.1,29.71,70.99,113.04,clay loam,banana
58.65,22.0,41.3,6.95,26.87,82.67,123.13,alluvial,banana
90.85,5.94,51.53,7.78,31.33,72.51,110.35,silty clay,banana
82.73,22.28,58.91,6.84,29.16,76.46,112.59,alluvial,banana
79.8,21.32,35.87,6.65,26.98,73.4,123.83,alluvial,banana
63.82,12.15,47.46,7.55,27.71,78.99,136.61,clay loam,banana
77.28,15.87,37.22,6.77,28.75,74.5,131.62,clay loam,banana
59.39,14.9,50.03,7.54,29.24,82.91,97.96,alluvial,banana
60.73,12.97,48.16,6.98,28.02,80.85,128.6,alluvial,banana
41.37,12.77,75.15,7.04,27.22,79.04,180.03,silty clay,banana
63.76,12.75,34.74,6.96,29.52,74.98,150.76,silty clay,banana
68.85,17.4,27.01,7.12,28.96,73.59,124.45,alluvial,banana
76.57,15.41,34.24,7.24,28.06,74.32,117.73,clay loam,banana
59.99,15.28,36.2,7.16,29.02,81.85,112.99,silty clay,banana
56.19,12.76,45.23,6.87,25.18,72.19,100.86,silty clay,banana
48.31,15.37,57.73,7.33,26.23,76.33,147.31,silty clay,banana
76.35,0.9,53.86,7.14,30.16,67.36,153.47,alluvial,banana
58.96,15.04,42.01,6.93,26.98,80.22,93.05,silty clay,banana
45.85,13.58,42.3,6.72,29.8,72.15,148.07,clay loam,banana
65.69,11.24,45.67,6.99,29.76,80.54,138.69,silty clay,banana
59.38,10.44,46.41,7.48,28.9,73.17,150.5,silty clay,banana
48.6,10.74,63.15,7.11,28.12,69.23,134.62,alluvial,banana
55.18,21.9,51.53,6.74,30.17,75.45,77.98,alluvial,banana
59.27,10.07,40.81,7.37,27.45,82.08,130.42,alluvial,banana
73.77,11.66,57.98,7.16,27.35,70.75,162.74,silty clay,banana
59.93,16.71,27.0,7.26,29.84,74.83,143.61,silty clay,banana
58.47,16.12,70.23,7.28,30.58,75.99,137.47,clay loam,banana
52.32,21.83,45.52,7.1,28.59,79.29,150.79,clay loam,banana
55.65,23.13,65.09,7.52,28.36,73.84,114.59,silty clay,banana
47.02,19.6,42.98,7.44,29.28,72.13,117.62,alluvial,banana
59.14,13.06,46.91,7.11,27.33,73.94,119.87,silty clay,banana
65.0,14.93,50.09,6.94,26.31,74.47,108.28,silty clay,banana
54.18,5.7,59.75,7.76,29.34,76.51,157.62,silty clay,banana
56.84,11.88,30.2,6.76,28.37,79.55,108.78,alluvial,banana
69.05,16.06,40.87,7.13,30.55,85.32,152.64,alluvial,banana
77.9,16.76,49.96,6.97,28.11,86.16,75.55,alluvial,banana
51.03,20.12,61.36,6.87,29.71,76.31,124.67,alluvial,banana
81.58,14.76,52.72,7.13,28.94,77.1,111.18,clay loam,banana
79.01,17.2,55.58,6.63,31.45,74.38,121.45,alluvial,banana
62.1,4.65,52.64,7.57,29.86,78.06,92.41,alluvial,banana
55.84,16.73,53.95,7.26,27.22,80.1,142.16,clay loam,banana
43.02,12.3,31.37,7.12,29.17,78.42,153.94,silty clay,banana
77.72,11.96,46.93,6.59,27.09,74.99,143.58,alluvial,banana
66.5,15.21,46.68,7.05,28.23,74.84,131.32,clay loam,banana
60.88,24.1,54.36,6.88,30.05,82.8,79.67,silty clay,banana
59.2,13.87,35.61,6.75,28.51,78.46,130.94,clay loam,banana
62.07,17.14,46.56,7.28,27.79,74.07,106.46,silty clay,banana
62.56,21.22,46.14,6.84,29.81,71.52,86.91,alluvial,banana
42.78,17.15,31.84,7.54,29.33,72.55,124.52,clay loam,banana
56.01,7.82,48.07,6.74,30.26,74.48,127.72,clay loam,banana
73.09,11.51,61.11,7.1,29.1,77.96,124.15,clay loam,banana
76.39,11.26,36.1,7.26,29.68,81.81,137.51,alluvial,banana
61.64,5.16,54.13,6.93,28.86,66.07,132.27,alluvial,banana
66.63,19.57,56.21,7.42,30.89,84.34,120.92,alluvial,banana
78.13,26.49,44.97,7.0,27.76,69.76,109.58,alluvial,banana
77.06,15.39,55.01,6.76,29.67,83.7,89.34,clay loam,banana
55.69,19.91,15.41,6.54,25.95,76.06,135.59,alluvial,banana
71.86,6.88,64.88,6.99,30.0,80.71,86.7,clay loam,banana
57.51,6.89,27.84,7.06,31.08,76.99,131.15,clay loam,banana
70.2,14.67,54.21,7.52,29.34,70.53,104.06,clay loam,banana
64.36,15.37,43.74,7.59,28.07,86.59,116.15,alluvial,banana
66.83,9.56,29.48,6.94,29.68,77.93,86.14,clay loam,banana
59.4,19.75,36.24,7.07,27.26,78.43,124.77,silty clay,banana
72.35,21.62,32.46,7.09,28.72,78.09,110.93,alluvial,banana
52.02,9.65,50.35,7.36,25.67,75.84,115.93,silty clay,banana
60.08,16.18,37.27,7.56,28.95,76.32,95.84,alluvial,banana
56.99,19.67,40.76,7.49,27.44,74.11,104.72,clay loam,banana
64.59,10.36,20.97,7.06,27.68,68.92,142.23,silty clay,banana
85.13,25.62,34.4,7.57,27.88,75.87,124.41,silty clay,banana
47.96,14.04,53.06,6.93,26.74,66.56,108.0,clay loam,banana
70.22,9.63,51.48,7.1,28.79,72.77,119.31,alluvial,banana
64.02,22.75,48.98,7.12,28.05,82.38,94.79,alluvial,banana
51.38,12.71,25.57,7.42,25.99,75.84,135.75,silty clay,banana
66.68,27.25,49.05,6.92,27.33,73.45,114.24,clay loam,banana
49.22,16.61,53.96,7.24,27.27,78.51,148.61,silty clay,banana
54.46,5.78,42.66,7.11,27.87,68.92,109.71,silty clay,banana
58.99,18.19,37.57,7.21,29.48,70.89,102.72,clay loam,banana
73.79,14.76,36.3,6.83,27.17,72.63,94.72,alluvial,banana
71.07,19.92,47.45,7.05,29.11,73.97,112.05,clay loam,banana
57.83,11.65,76.7,6.77,29.29,70.83,128.47,alluvial,banana
68.8,10.34,31.39,7.57,27.96,76.57,146.71,clay loam,banana
66.95,18.62,30.24,7.66,28.46,66.82,147.03,alluvial,banana
55.02,15.26,28.02,7.06,27.67,73.54,127.38,clay loam,banana
61.77,9.39,63.29,7.44,27.8,74.6,103.27,silty clay,banana
78.69,13.62,39.19,7.01,27.26,74.04,118.57,clay loam,banana
64.73,8.51,62.14,6.79,28.84,75.0,135.74,alluvial,banana
